699,2004,132,1298,4170,3150,3123,2013,3331,993,4154,3975,1394,3144,1442,3114,3118,3125,4149,559,1133,1490,4174,3825,2010,3188,2016,454,2030,4153
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1
2058,2064,1817,1356,1628,1890,4196,4208,1577,1922,2061,2052,4213,4214,4221,4202,4194,4219,4220,4205,1864,1359,2055,2056,1679,1398,2062,2045,2037,2068
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
