1008,1002,4124,210,3105,561,4135,1543,3091,3737,3775,4140,3096,3802,3104,4139,1010,831,787,1561,3834,1520,3612,1021,1896,3097,371,4126,1084,1026
1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1
1034,1019,1403,1330,1001,1014,3079,3081,3077,3083,1865,1541,1726,1577,3106,3094,1585,1568,1033,1000,1012,1018,3090,3099,1319,1579,1004,1035,3110,3085
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
